id,breed
0097c6242c6f3071762d9f85c3ef1b2f,bedlington_terrier
00a338a92e4e7bf543340dc849230e75,dingo
00b7d114bc5166a629a3cc03d9329120,irish_water_spaniel
00f34ac0a16ef43e6fd1de49a26081ce,walker_hound
010e87fdf252645a827e37470e65e842,groenendael
014c2b0cd8e3b517e649cecf8543b8fe,african_hunting_dog
0206c12e8984e3c8a166cc272de25d6f,chihuahua
021b5a49189665c0442c19b5b33e8cf1,entlebucher
023e4e28415506e0deddcbd8f8bdab29,pug
02508e76981e1ba059d785704b4c480c,pug
02cc0d7c8b7b513b4325bda30dce222d,brittany_spaniel
02f07e7e51662336a9d8c775a4eac5f4,miniature_schnauzer
0325e6ba5b6afd3e0dd94c3a77b6de59,italian_greyhound
0374e657c8b3b55579751adcaa7c8023,irish_setter
03bda5c85206a273eb978c7b9483df5f,eskimo_dog
03ca2c79345f4c27232ed5b0dc2821c2,otterhound
03f2f64aebc483ef8e5e17aba7311aa6,brabancon_griffon
03f5b638b8f1c83d3097786e40992ff9,toy_terrier
04254919cc15c6867cccfd738a926999,walker_hound
044efbf8ab3e7195b8ea3c92ef0d48df,black-and-tan_coonhound
04f69d645182d799dbb54862c19c0f38,groenendael
0512c1a59449a9c8c83c95722028ac90,basset
056c314f2a7d119447af259a07eb31df,vizsla
058ea5b467d08ed978658dc1ad85fb7d,maltese_dog
059a86d50634c78d5a18f918cb0b3f0d,afghan_hound
05e93a5604440b065143c81be16cd395,whippet
06448bf4366760660b6a7611d93d7533,bernese_mountain_dog
0653d31ae648e2a6628ee3f440729361,basset
073bb2f975ee39406e692e33364762a3,bedlington_terrier
07ddc3c2188164b1e72ae6615a24419a,airedale
07f1b6214597af2f04a27c375a602a0c,otterhound
080ec59213ed7425b7f8c169955bb9d0,japanese_spaniel
0990fe6be15d9d556eac8712db3c8094,basenji
0995f642fe4baab3cb3534725dfedb75,australian_terrier
09beb7445a14486752bd25f69e952ebc,african_hunting_dog
0a7f8d31c960071d0d4cfba36c0159c7,brittany_spaniel
0ab8d4c80ae4e6bbeacd66fb7e52b851,pomeranian
0b2e635ebad8aba82656c8fceb05018c,bloodhound
0b465156a0844773fd47ce40d0dcc7db,kuvasz
0c1d98a09381f4dfffc510fab188f189,irish_setter
0d83fbe9ab3684226edd81a13411bdf8,chow
0e8d2f2fcb0efac6b731c191beb66559,airedale
0eb00c6fc429ecc2cf8745a6334594ad,standard_poodle
0eb297c3d5f6cc93371f02f4ed35879c,cocker_spaniel
0ec9be8b32f2b9eff2b817a7f722b118,malamute
0f3416f29133c2df1b00be4448dc4473,border_terrier
0f378abee01a23bc9e651753300a9a36,welsh_springer_spaniel
0f976e55b3634296183b2b1c051d5bda,yorkshire_terrier
0f9d92617b85252200cf99ef0f84d59d,pug
0fc1bd3c4d89b3f89dc91605032fa8f9,rhodesian_ridgeback
100f347ec78a42a9e7c2418e4beb3f6a,affenpinscher
1083fffa8c174aa1a46627f53e1e50f8,great_dane
1143bb719660680ac0174ce68dc16773,schipperke
117085659f91228627caf21a574f2bbf,bloodhound
118060ca946af5cfd1b3bbe030f9003c,boston_bull
11e29ec9659995ebdc80f8d812dedaa8,english_setter
11f1e40f11ca1babbcc547c5c98a1a3c,rottweiler
12c9f56e73ac9f4a08afb142f89051ae,scotch_terrier
12dfab0ecfdd9475b561febf2533513a,vizsla
12fe7ed6bd250509b131d245551b06f6,tibetan_terrier
1321d074e879267699d42fdca77b4004,german_shepherd
13d42ef52eb6c649c14cb9ffa8b6fba4,kelpie
13feb3feb14fe8aa91f70411bc1b10e9,brittany_spaniel
1416892831c073f6d3879d8cdf5386dd,dandie_dinmont
1438130db8837b0e5fdb8416e53353ec,cocker_spaniel
14babec7fedcfcfe575947797e2e01bd,keeshond
14c00ab356d9261ea220ea91fa20a42d,airedale
1553cf296f4d83f015a07afde78fd747,sealyham_terrier
156d6d6ef7da47aa22b150268af9a3c4,japanese_spaniel
1574f04538521f284218dfbf2c8678ee,yorkshire_terrier
159d07f089673cd225f3a47d08ee772f,shih-tzu
15b5cd948f5bcbb7a4f5b1904de4c6d5,afghan_hound
15d7f26c7d32f81c204936362ead551e,newfoundland
164a194e9bf8819523235879eb0c2698,weimaraner
16fdb4a145a7f5695a264ba980e23bc3,norwich_terrier
170b803738598c2466457271f98f647c,blenheim_spaniel
1710f33e5a5a32fd20547e8f133fa8d9,shetland_sheepdog
1732acba109e3b1cf23efca0381c9a32,lakeland_terrier
173493daaae8804e5a837ddfe2e21c50,lakeland_terrier
173d5eb6a645eee683442be8101d398e,samoyed
183cf5cc037ccb5079634b7bfaae0a24,dhole
1866bec18870abddd279fa4b1f0e126b,keeshond
1880c57a7ac87a232158207581c989df,pekinese
18aa1cff5dc0615c75dec0fcc135be3c,irish_wolfhound
18b4e732c105272f40956c2f85813bcb,affenpinscher
1935abc5226ad6d2cdcaed722d685623,redbone
19477984aa7b1543928557a7dcce685c,staffordshire_bullterrier
196586cdb571b583d65533c64fee85f6,welsh_springer_spaniel
19ac75060dec82ee4c5a72b003e977f2,leonberg
1a0c7c29748d91638f4aa08d00c0294e,lakeland_terrier
1a73a13d9f2afa549299a725ab564ab9,sussex_spaniel
1ad234ed7e26a66994dc71c89cb9810a,pug
1af97b8477a0d9533985feb33aa704d8,whippet
1b2ad6fc60a6c5238d9e0a5863d310fa,english_foxhound
1b76becb2169926fe23222b7adf180be,eskimo_dog
1c0d254ae49836d3365bec5e9f663550,maltese_dog
1cf4f0cb127327c2c84073efab3ce1ef,cardigan
1d7b95ca93d943e74adb6f6777d3ac6e,bull_mastiff
1d7e21514b5bba48a16928a3d3129fe5,dandie_dinmont
1d8279104144342e99d296432d3a5795,shih-tzu
1d8ace26f651b160925d5b859351c826,toy_poodle
1dc08faffb5d49f608ebffe5f293e67b,bloodhound
1e6f959d5a68ca5564ece4301b9a59c1,schipperke
1eb28a82080de0447017caf4d03d3934,bernese_mountain_dog
1ec644acf1ed5209697c163919207d3e,golden_retriever
1ede5aa5f18e1ed971b129195976b170,ibizan_hound
1f825609b43784e073b718ec559ed397,norwegian_elkhound
1fbebdbf9b6e681956b1c33b56a09a5a,schipperke
1fd4bacf9772bec1dc3c0d41ebd49d1a,komondor
201ae96c80f070595f632e2b092d7777,miniature_poodle
201c8fbfb1fce7829a37109d787eedaa,standard_poodle
203a82da35da69a6517e0dce4d072071,golden_retriever
20b56b811f633f8391e81d59c00e758f,shetland_sheepdog
20bf4cd949afa66f38a99b9c815a1102,samoyed
20bfa7dbc9f7b226f94f0addd0b4d141,border_collie
212fac12fe3bfc0820cd6d05339765ab,toy_terrier
2197f4bff731d1de02ee0dfef5f4c860,tibetan_mastiff
21fc1c46c82db3978ea66cf310e3ab95,italian_greyhound
22317b4ca72c1032498d42f1a35e1fdb,tibetan_terrier
2242610593e258533049449d3f93e937,collie
2307046859dc0fcd27ecaec5de284e98,standard_poodle
23868a8b561f32c18411e35f3aa8f8b7,malinois
238f8a750263db92c8665612ef46e216,greater_swiss_mountain_dog
23fae27f01d6a6dce68a8235f4712f05,scotch_terrier
24d2e86da970f0c7ab50314a5cb2a5fd,cocker_spaniel
24e2e6d195b532bf0d2fa249f55afa18,basset
2504c258bacb5fb0fd35c0f46330d6da,irish_terrier
259bc30c8e5754ff9a8459dd75eee994,brabancon_griffon
25d44cc514ac6625b1ea11ab91b4ba2f,lhasa
261a03537305027b4fbb4d03765ee18c,weimaraner
2626c1fd506611569c5ac02967e783cf,chihuahua
266e30c1d1173e2091d8949043c2941a,black-and-tan_coonhound
271644241266089a9ce469c8d632d992,weimaraner
278739637271fe972aa9a62404685a24,newfoundland
286592c4838ad48f89d0e898fefc0172,rottweiler
28841f65fee77e887962b18f6670d4a0,tibetan_mastiff
28ca80be375615da41042f81b55db5e3,whippet
2919fcf3fd82cb677a8cb375acb7898f,otterhound
2932b0c7298f1f35288901d9666ba52c,norfolk_terrier
2941f13293ee53c18be3acb3ef5c3205,miniature_pinscher
29589713b4f254372da90babc76d3ea9,german_short-haired_pointer
298eb62d8d5e839db0a9d995fb55e7f1,toy_terrier
2a5a0a68efa7e768c5af3fe0cb20c9fe,german_short-haired_pointer
2aa7d0d2b23d7ec4032526fc1684d8f7,chihuahua
2ac0b174eeeffdca774c0731da5d736a,basset
2ac2f5944e38c9873fddd80f44929a91,basset
2ae2f3582606b45659a29dbff0311ac4,norwegian_elkhound
2af698f7a9582431f12768ee3878d139,rottweiler
2b0beabe94af30c51d3d3149c4832c38,bloodhound
2b5c0c29ae9783290d924b2f8d365466,whippet
2b91d80384844026e7c81f40cef49403,old_english_sheepdog
2baab41b17d71613c7103a0089195918,tibetan_mastiff
2bb31e47a3692f7cd452bde2c33b35ef,italian_greyhound
2be75da18d88312d50c6237ce86786d8,saint_bernard
2bf6537aec6ae690f9c0d88ced19ecdc,sealyham_terrier
2c55080777e6a4d52cddbd370611af06,silky_terrier
2c5f6c1c3acef3e307fd92378caf198c,boston_bull
2d238157ee1f8d2c02ca68668d864ae0,tibetan_mastiff
2d879c2cde4587ac5bac5fcfdd0edadb,west_highland_white_terrier
2da3558e7254a36dea53d35234bbb215,lakeland_terrier
2de8d47770da0fb805ccf8461d062c54,boston_bull
2dff4c15cb99effe848ee5e4d977be87,giant_schnauzer
2e49b9af84950adb14509faaf6673d8f,bluetick
2e585973e78b96834a6c980daa251be8,italian_greyhound
2ff404cb6bdf5a20351b3db40a4584ff,basenji
301fb949886c8094871367296912c6ab,giant_schnauzer
302e4507ef9c5ba2c0b26ab890cd250c,tibetan_mastiff
3031dcb1d296c3904655ad0e2c6ab9f9,pomeranian
3059fbaeedc24475e4718ab8f6c4a85c,border_collie
3080efa03445466395920dcc8a3dd7d4,chow
3089b705b3986ab9b5071ca7283ad9c9,standard_poodle
30cc04c702cd9f7134e98ce1ba9e6aa5,sealyham_terrier
30d54cbd3a88a8473ade8028cd1f2378,appenzeller
312e131f7bd0a24c7c5766adf4932d97,boxer
316e8b4fcdc6937baf6680b4596d7d07,west_highland_white_terrier
31ebb4edcea0fb3e418f339c21fde69f,basenji
31f6d961f3cd23bed7eb41149d2d95f4,scotch_terrier
32577d03b64bd440d7516f1e9be2fc85,yorkshire_terrier
32a621c751219cd0abf1fef7a1ec7972,ibizan_hound
3314b0fffcfb79c73c9a1019bdbae7c5,whippet
334275bbdccd204508bae4af26b46136,ibizan_hound
337502285c0efd151eb657d7962b4762,labrador_retriever
339c285a763d61930b7c157c58a733f3,dandie_dinmont
33c24b1ebb9ee4c6b2714cac928f1803,dingo
33eda21da257971cfece2914b32d8643,shih-tzu
340fefc7ed26ad3ec072944df5350094,papillon
34101ff33a2a390ee7f30859d21c75fd,weimaraner
34aad1fd93c4dd674fc8c77d6ba5e03a,great_pyrenees
34e4e0e28728d8c98df1884eab8375c4,scotch_terrier
34fea915be06e32d18061ee820c4a306,leonberg
3535f0697cdc07a7206240c575323065,dingo
354d0d202926549c7932f012ac752a4a,afghan_hound
35e495b1de348a81e9c64f929de8beff,standard_poodle
3633081b1227b64f76d35d468acdf81d,american_staffordshire_terrier
367f56ff7a3beb336ce41cbca60e4eb7,kuvasz
36c15b6af1207f3fbd83aa695f342711,brabancon_griffon
376e1408f5523aa335c058c843eec857,blenheim_spaniel
37a43a4d1151150a29caab12c0ff77ee,malamute
37b94832dd76b088295aed75eb06a7c3,great_dane
37d64a9f655d5cba312871de55c3d194,norfolk_terrier
37e0ff557ee62b1866140fce49c51fd5,malinois
37f1a6d8a5a2e3929afa8bdfc47aea2c,rhodesian_ridgeback
37f351d4657a5d7420bb7b146a6672e0,scotch_terrier
3826c9b17af94040d0fbd7a334f2d379,whippet
38343daa2a67c48067f0f5e12a95aaef,greater_swiss_mountain_dog
384b73fc513c14ff4f72ad236fffee3c,newfoundland
394f3a077e3ac73dfc602f9e1f7ce88c,chesapeake_bay_retriever
39c6c625fdbd108321af967a0f56a345,japanese_spaniel
39c8a366b73c2fb4e6bf47118d650205,australian_terrier
3a3813792b87e0288d4ecf70be27bcd5,borzoi
3a3d8942f7014c126c0c1bf176d0d1a3,maltese_dog
3a94b64ab98187ca8dd44756474a9fea,japanese_spaniel
3aa370b64d9212e2c8f46ab17ee0857a,siberian_husky
3abf32c83667f356c2f38994e0477a2b,briard
3adb3fb45e6331c8905cb6cf85db9f11,airedale
3af26e391f207a075751b2465ef2f09c,soft-coated_wheaten_terrier
3b12048d020041c45c17515607f11ffc,french_bulldog
3b1780ab4f601495daf2442fc60b5a38,great_pyrenees
3b1b257e380f47c09ffc4f4aa7011a2e,dandie_dinmont
3b4cec19f75467e3c972d2e300d489fe,entlebucher
3b6e352b98a028684231b26e0b1398f4,irish_terrier
3ba209acedcab97fcece8095c54c11f6,old_english_sheepdog
3c065e008579b47bb0dc587a423c4233,old_english_sheepdog
3c3ba994aa80bb46767cc331fb11b96b,lakeland_terrier
3c3e2f645fa36df8bd4d2b4b5168cdf1,maltese_dog
3d9cbe5fc684107edc79f0efbc159846,australian_terrier
3de4e3687f3710d2150962f093ccc2dd,english_foxhound
3e0d5afedca0d739664ef375e0ad9e64,cairn
3e59cfed26b58362a9c8aec711c3c6f8,golden_retriever
3ea91cbb825208d186e94a0bb633ee75,miniature_pinscher
3eea07541e806bb8694e7667a1230c0e,bloodhound
3f05463033fe271b456d30e3222b84ee,toy_terrier
3f0ef4652899749d98df8a05a576239b,tibetan_terrier
3f86f07cc17912038aa62c83f044163e,scottish_deerhound
3f8dff494485685534a86ae817d7e02d,flat-coated_retriever
3fd302069a546b652bc1a38165d5ada2,great_pyrenees
4038f45a6b0aa398b80c5aad23f9132c,english_setter
403cd77c18683a4cfac76fc7ac4632bb,siberian_husky
403f9cb93bd90e77e714bedd8ed44cbd,whippet
404a7f3fe4c6d7c77a2e1ee19e506aec,german_shepherd
408a68050302718e3d2604c108f00594,mexican_hairless
40e19b8d649cd395b0cdb27f432841bb,yorkshire_terrier
40eef5868be3e4acdafa925b41686d47,standard_poodle
413764ac4af585e252f48e6ac2482c6a,irish_wolfhound
4170a9e32373fcc2e178b5a357cc849a,kelpie
417b4a513d4a07f4040edc84dc23df9e,english_foxhound
418b16343949c0055f6357f4314b99aa,dhole
4256019f31cf585155e3e5154e4cb017,irish_water_spaniel
42729b9128f65dc9be8d532c26ded4ef,pembroke
428f2a2e28c441c2fd439606def8d12b,irish_water_spaniel
42a294b2c65e0f3dc8c4ba451b53a31a,rhodesian_ridgeback
43001021a32eba308d3653e811038a55,basenji
43572ba7edf772a95f539e57afd9eb43,labrador_retriever
435e5761414ec753e7941d2d8dcefd36,pug
4362fae05daa1507a11e305746d523e3,shetland_sheepdog
4388ad893780491704aa638a99a8e979,brittany_spaniel
43a3fba5f057b0e7780fad688f3f028f,afghan_hound
4458a2efa05beea5e022888bebac6e95,sealyham_terrier
447fb3c3e90378c69e71208ff3ce8803,golden_retriever
44999715b0d9a62e86ca5635ec531eed,standard_poodle
44a793a3f07c70e9ec35d8e804bf8115,australian_terrier
44b1787b1f6c88c76b501140829f4d15,norwich_terrier
44d047ad4be3593991ff51691fd32d59,curly-coated_retriever
4513ea1eda7731594baca658f7d96f1e,shih-tzu
45796593d59bdc14ad227000de470c0d,english_setter
45aff5318dfcea583693c13c8e36e6e3,pembroke
45c0203e9d2d18b5ed5f061589e24956,pug
465dd0798576b77535f697bbe8b49b0c,silky_terrier
46647434662f4ea85a03b26fd10005ef,basset
46f1a09f8f3145d5cc008cf100d53f98,leonberg
472b373809fe51b17f1d1f4ea65f2700,ibizan_hound
4743441fb7a68403c3390e92c6fa745d,chow
47626b3b6324182b526e28ee88361047,malamute
47f02213cbfdc596826e2c24adeb97ec,cardigan
48339bb3a0335903a53fb7a95fee88ce,pekinese
4836413f4dde1e76dabea44f96b937c1,german_short-haired_pointer
48b3e345543f3c0e79003f87ca1f0518,welsh_springer_spaniel
4927ede09ce508a92f4e38f8360df14e,siberian_husky
499e40bbba7949d34154a08c751eac97,keeshond
49c436d99eb7b25eb4a2222122854242,irish_terrier
49fb146aa2b154d1a2670e558e7e549d,malinois
4a0c3e23b0626e90d38dcb615ae087df,vizsla
4a1f37977be233024903705cc53a621b,malamute
4a82acf2c9012deceb171d16e7cafe95,toy_terrier
4ac5bcca6d783f5d36d0c6b69918b54a,saint_bernard
4b3f4c910479686b10d676f813da0b3f,lhasa
4b7fca7decc6f79aeffe9e2c85409616,redbone
4c178d8d592f1c9e8a7271946399236d,lhasa
4c5a1eb9bac301340ca697e8bfef1a68,miniature_pinscher
4c852d9cb6f9c33927c5ee3fcac9236b,american_staffordshire_terrier
4ccff1dd3a0e3dfca18e8e1b80d883fd,brabancon_griffon
4d6bd9c5ec39dce290aa89809a222b3b,bernese_mountain_dog
4db8ea2b1c3a9ddc0b64099d27e38f65,whippet
4e0fd9830e8f277779b36b2f8a4f9a3a,redbone
4e1e84c7514afacacbc170867924f6f7,miniature_poodle
4f2b024f7f2e670291cf17affb14cd93,brabancon_griffon
4f72c6e2e2dc954810365cb28d9896e6,briard
4ff1a1c62acccfbb0bb1a6ecb4f29682,basset
4ff306a221c4047958f80788f05342c1,bouvier_des_flandres
504a4853df94b5092870ed69a436c927,blenheim_spaniel
506c2c6964094bd4b53d29dea968080c,english_setter
50c50de3f2fa733d729309d09ba2398c,pomeranian
50da32396bff4b805b32e79eb21e53d2,pomeranian
50fcbd042ae9a24e3afd5cbb8e1e4542,doberman
512fbdac7e7513370a4fbdf9d2ed04b1,collie
5153da131ebf1d46627edab27f52eb90,scotch_terrier
51643c8ddbc667c105b108f163ee1932,basset
51719bfab3c1ce51b015ba3976446071,wire-haired_fox_terrier
5181d9db75e016df5fb04ccba88417d4,doberman
518c87979c25cbc26b27b459e52a6335,irish_terrier
51a983d146c12574987f3ae82a18c5d0,afghan_hound
520ed1b4e99e9713765df78e55439e05,flat-coated_retriever
523f9e3e1f8d1fba4092650bf3d1bdcc,african_hunting_dog
52b3055e5161ea4a2daf85b86e66d8e1,dhole
52c9ab0f6d9f27daaf3641f86c019cae,toy_terrier
5327cc910c5643c9ed2ec19f506bb370,kerry_blue_terrier
533a20015e498027817bfc0e32c03bee,afghan_hound
5353afdcaf0ad24196c1fdf1276ca644,dhole
5358013e726a0a565886fd371e9dd3e5,rottweiler
5372ce11fe19b19be54100297154bf77,rhodesian_ridgeback
538670ae06458f36996434f21a94b6d1,malamute
538921b32a385b9e4cd5ce4dbb0ba462,german_shepherd
53c4dca72c081ced6dd663b17e505080,basenji
53fc9ac8e5f21cd52297f44af13ba52d,english_foxhound
556e0c4e43195062a10255a27af53b67,redbone
559b1072b2996ac35ac5c5828f936302,irish_wolfhound
55a242d8a1223f59218fa89b9755eeb5,malamute
55d7b47125918892a35998297887ded3,kerry_blue_terrier
56c4d8a13df348ec1d540cf89a48fa5b,chesapeake_bay_retriever
5724919ea5c428e564ec77c24850e153,ibizan_hound
573292b4b9989fc10be62a10d8bd7938,brittany_spaniel
57926baaefa51fe0de7e2641edb0d644,irish_wolfhound
57a765607238aa2fb8aa3ca4da6af041,australian_terrier
57b86091d423c595363d1d78a53a0b98,bloodhound
5806f8f446366e2c5ebdf8c1801fff91,chihuahua
582ad6b6a07aec7503e662cc98a6f9eb,keeshond
582ebf05aa9ad5448a2cef5fe2e58053,chesapeake_bay_retriever
583abf9c03d62deece68b028cefd2193,brabancon_griffon
588ab2a7549948662d6adce12919050e,papillon
58a7bcb4d05eaad860c3c1ae40700991,pekinese
58b65ec927e0fbc07c006ee3f10cd16c,pomeranian
58ed0514ecfd6a7df0cb2711fcbbc81b,siberian_husky
58f7899c5dbbd2dfc0acd6043c972aad,french_bulldog
5959c69ab63be8935a5ffd22aa606835,flat-coated_retriever
595dc68e79c78a7cbd5279b2bb63225d,kerry_blue_terrier
599e3543a10a09cdf758b78df494e532,clumber
59b81c54d38a204dcb1f65d14cd0bae0,gordon_setter
59dac5de103da223230e02ba4bb1395b,airedale
59e3b551d67480c6e59493b5f66ce9f9,samoyed
5a64793c5a451c82288f19b83f71713c,french_bulldog
5acaf48e3098da78f796a5e7dbff5949,french_bulldog
5b8e895372f651fff6c9796178252490,labrador_retriever
5bff7dcc6792d252a75d6db6076cde3d,african_hunting_dog
5c9f44926bd503111e97b4e3ee5cc0cc,shih-tzu
5ca5a2933c672c6ad48d373452701289,shih-tzu
5cccf8e7b1c4a17fa7b79a069533dc22,pembroke
5cd231784d822f0e68721536c40a81d8,samoyed
5cd7d9abb1a7d02a4f517b81c422d4f4,toy_poodle
5d0f4a2a6c5cacb5588a71c5c6d3cf0c,great_dane
5d61d75204f9ace78b40fc444ce6bfeb,shih-tzu
5d6afe64afb28dc45120bdf49fa51d0f,borzoi
5da9cb489b6d6be58b7ecd643f69c46e,silky_terrier
5de4391e5cdee98403e677607fd9f6b3,greater_swiss_mountain_dog
5de90e7a3524b99897e8bee06ebbfbd3,blenheim_spaniel
5eaaffc76b998febfb5e6800de615b44,border_collie
5ed0024700ee7dc770ce03215913e740,samoyed
5ed432dc19e835ecacfbeea92c7cfc83,affenpinscher
5eeb8038933670d5944d8d4b86604f1c,clumber
5ef1542fb842b2a716f7d2ff8ee986d4,keeshond
5f3dcd5e7d15f9d97e52f88563626111,english_springer
5f600d2a1dbdcb0249183fd98b81ef23,english_setter
5f716d6b2bf014733df54adfe6c62914,mexican_hairless
5f7682b9656ca5543133760df7cd8b94,scotch_terrier
6058fb1af56e2f751260b6e97db28852,malinois
61268d9cb5f2d80a1348abf5ce97b47c,sealyham_terrier
6165570f2467fe31881a89caca859b52,great_pyrenees
61abe4213b98bd50ec0e6439d34bb724,kuvasz
61f663ab9aa9c3cc41f207be4d4fd9e9,greater_swiss_mountain_dog
620ac8fd7f604d91ee5692694dcee6e3,komondor
63276d487001f4bed29f4e2713f87d23,norwegian_elkhound
64283751bf79597e6c380f20483e0acf,groenendael
648a8e6fb6ce37317220f1f5bdb46fdd,mexican_hairless
64e8d146615645ec07587b6cd8f03f32,english_setter
64fb6f3f5c3b545a9be92985b5fda3a7,bernese_mountain_dog
65930bb65a10377f2242987a59b911dc,ibizan_hound
65a3a8d1011f95e937d77e3a79700dad,standard_schnauzer
65ad9f24f5a31c3d5ee5089aade6370d,kerry_blue_terrier
6619c7edde89e485a06807219f546e22,blenheim_spaniel
6680c9c925076285d51b5676d9e13b9f,german_short-haired_pointer
6685558aaa49755e998feb063cf9f42e,curly-coated_retriever
66cc0caf5507a65f1bf5a339a4e285cb,soft-coated_wheaten_terrier
66ff9ad63b61820d7472752accee8919,collie
67c04deaaca089fe1127faa09fdc0f9e,kelpie
67d3ee1ea20447a87ac0d6bb502a74ed,bluetick
680d7f247d8303c0cd1c4a1283bb3d25,pomeranian
689bbe0f473e4db5d234849ed9d1bb5a,papillon
6978118af96288c761f89f454c445aa0,flat-coated_retriever
69c5d6ddfb492128c05de0829659a35a,chihuahua
69f0ad7b0b8ca686c1636067726a05e2,entlebucher
6a35c6ac718976b465c67e6067180601,bouvier_des_flandres
6a5ad24ea734580fb07830b44b6a35d9,brabancon_griffon
6ac9f2a24178056fe290fb14c4aa220d,otterhound
6acd672b08f1748240d51a243bc5c301,beagle
6ae4bcab2d4c0d9490fca86dae67ab48,groenendael
6b8ac349a4550590b06c83996ed714e8,scottish_deerhound
6c22373b6656afe451bf441018342f67,bernese_mountain_dog
6c370fc5e1b1840570406446d438cec3,great_dane
6ca3c20b7b00b635b61d354267fac43f,american_staffordshire_terrier
6cb63ffa3efc65d23687e4415835f1d6,wire-haired_fox_terrier
6cca69553a093f2a403119fd8f733486,lakeland_terrier
6cecc5ec666f9ff8f0994a2b7b3b3c50,labrador_retriever
